timestamp,latitude,longitude,status,alert
2026-06-12 22:20:57.045326,12.970229221010161,77.5957005168822,MOVING,NONE
2026-06-12 22:21:13.287321,12.971800264068493,77.59198154335836,MOVING,NONE
2026-06-12 22:21:29.562448,12.974391967718306,77.5929570277545,MOVING,NONE
2026-06-12 22:21:45.496986,12.971446119912178,77.59257001969026,MOVING,NONE
2026-06-12 22:22:01.611808,12.972379837092245,77.59177651978511,MOVING,NONE
2026-06-12 22:22:18.306806,12.969552001951277,77.59289716317203,MOVING,NONE
2026-06-12 22:22:34.406360,12.970074795791518,77.59423858290894,MOVING,NONE
2026-06-12 22:22:50.586595,12.971690359164452,77.59273593457746,MOVING,NONE
2026-06-12 22:23:06.830632,12.968667812610494,77.59205614208095,MOVING,NONE
2026-06-12 22:23:23.440669,12.971825315027894,77.59274675218589,MOVING,NONE
2026-06-12 22:23:39.819086,12.974138908670342,77.59604025841368,MOVING,NONE
2026-06-12 22:23:56.039492,12.969053626152194,77.59319084545947,MOVING,NONE
2026-06-12 22:24:12.200561,12.970284635421125,77.59616261924361,MOVING,NONE
2026-06-12 22:24:28.491599,12.96975426707291,77.59733517947917,MOVING,NONE
2026-06-12 22:24:44.843719,12.972962338300395,77.59184251216489,MOVING,NONE
2026-06-12 22:25:01.047604,12.97108565766579,77.59569173160588,MOVING,NONE
2026-06-12 22:25:17.407877,12.970771621121823,77.59272556582701,MOVING,NONE
2026-06-12 22:25:33.688773,12.973541853474593,77.59443232074125,MOVING,NONE
2026-06-12 22:25:49.889575,12.96948742700487,77.59737879149253,MOVING,NONE
2026-06-12 22:26:06.086733,12.970611500460855,77.59372714691906,MOVING,NONE
2026-06-12 22:30:27.631987,12.968886296037953,77.59429434724795,MOVING,NONE
2026-06-12 22:30:43.659107,12.969866306014096,77.59747037278912,MOVING,NONE
2026-06-12 22:31:00.146538,12.96893651940008,77.59678319419844,MOVING,NONE
2026-06-12 22:31:16.221118,12.974480408630292,77.59401284066513,MOVING,NONE
2026-06-12 22:31:32.532553,12.969213645960442,77.59333572120956,MOVING,NONE
2026-06-12 22:31:48.892896,12.97198206229671,77.59442696976933,MOVING,NONE
2026-06-12 22:32:05.173730,12.969861424890253,77.59365395837163,MOVING,NONE
2026-06-12 22:32:21.761537,12.972705133210125,77.59315030613315,MOVING,NONE
2026-06-12 22:32:38.066635,12.971700336697777,77.59343770192291,MOVING,NONE
2026-06-12 22:32:54.529632,12.971778142603151,77.59407589980447,MOVING,NONE
2026-06-12 22:33:10.777894,12.971877096872259,77.5959517775753,MOVING,NONE
2026-06-12 22:33:27.095347,12.974537821818567,77.59390475847908,MOVING,NONE
2026-06-12 22:33:43.374656,12.970800111947726,77.59691765079587,MOVING,NONE
2026-06-12 22:33:59.759276,12.970432908223817,77.594980083782,MOVING,NONE
2026-06-12 22:34:16.246168,12.968962719657766,77.59635660696007,MOVING,NONE
2026-06-12 22:34:32.486296,12.969935420935736,77.59590662049276,MOVING,NONE
2026-06-12 22:34:48.808420,12.971334629258243,77.59249144744818,MOVING,NONE
2026-06-12 22:35:05.090520,12.97308872021902,77.59634647349779,MOVING,NONE
2026-06-12 22:35:21.239173,12.973397033557633,77.5968689928306,MOVING,NONE
2026-06-12 22:35:37.858898,12.971315909544204,77.59224052376355,MOVING,NONE
